"experiment","subject","response","ground_truth","trial","sequence","streak","repetition"
"Exp1a",1,"probability",50,1,"[0,1,1,1,0,1,0,0]",2,51
"Exp1a",1,"probability",50,2,"[1,1,0,0,0,0,1,1]",2,50
"Exp1a",1,"probability",50,3,"[1,0,1,0,1,0,0,0]",3,35
"Exp1a",1,"probability",50,4,"[0,0,0,1,1,0,0,1]",1,65
"Exp1a",1,"probability",50,5,"[1,0,0,0,0,0,0,1]",1,76
"Exp1a",1,"probability",50,6,"[1,1,0,1,1,1,1,0]",1,77
"Exp1a",1,"probability",50,7,"[1,0,0,0,0,1,0,1]",1,69
"Exp1a",1,"probability",50,8,"[1,1,0,0,0,1,1,1]",3,33
"Exp1a",1,"probability",50,9,"[1,0,0,1,1,0,1,0]",1,50
"Exp1a",1,"probability",50,10,"[1,0,1,1,0,0,0,1]",1,50
"Exp1a",1,"probability",50,11,"[0,0,0,1,0,0,0,1]",1,78
"Exp1a",1,"probability",50,12,"[0,0,1,0,0,0,1,0]",1,22
"Exp1a",1,"probability",50,13,"[0,1,0,1,1,0,1,1]",2,35
"Exp1a",1,"probability",50,14,"[1,0,0,1,0,1,1,1]",3,36
"Exp1a",1,"probability",50,15,"[1,0,0,0,0,1,0,1]",1,64
"Exp1a",1,"probability",50,16,"[0,0,0,0,0,1,1,1]",3,63
"Exp1a",1,"probability",50,17,"[0,0,0,0,0,0,1,0]",1,13
"Exp1a",1,"probability",50,18,"[0,0,1,1,0,1,0,1]",1,50
"Exp1a",2,"probability",50,1,"[1,1,1,1,1,0,0,0]",3,60
"Exp1a",2,"probability",50,2,"[1,0,0,0,0,0,1,1]",2,55
"Exp1a",2,"probability",50,3,"[0,0,1,0,0,1,1,0]",1,44
"Exp1a",2,"probability",50,4,"[0,1,0,0,1,0,1,1]",2,50
"Exp1a",2,"probability",50,5,"[0,0,0,1,0,0,0,1]",1,60
"Exp1a",2,"probability",50,6,"[1,1,0,1,0,0,1,0]",1,51
"Exp1a",2,"probability",50,7,"[1,0,0,1,0,1,0,1]",1,48
"Exp1a",2,"probability",50,8,"[1,0,0,1,1,0,0,0]",3,43
"Exp1a",2,"probability",50,9,"[1,0,0,0,0,0,0,1]",1,62
"Exp1a",2,"probability",50,10,"[1,1,0,1,0,0,1,1]",2,45
"Exp1a",2,"probability",50,11,"[1,1,1,0,0,1,0,1]",1,46
"Exp1a",2,"probability",50,12,"[0,1,0,1,0,0,0,0]",4,37
"Exp1a",2,"probability",50,13,"[1,1,1,0,1,0,0,1]",1,44
"Exp1a",2,"probability",50,14,"[1,1,0,1,1,0,1,0]",1,54
"Exp1a",2,"probability",50,15,"[0,1,0,0,0,1,0,1]",1,56
"Exp1a",2,"probability",50,16,"[1,0,0,1,1,1,0,0]",2,50
"Exp1a",2,"probability",50,17,"[1,1,1,1,1,1,1,1]",8,41
"Exp1a",2,"probability",50,18,"[1,1,0,1,1,1,0,0]",2,55
"Exp1a",3,"probability",50,1,"[0,1,0,1,0,1,0,0]",2,23
"Exp1a",3,"probability",50,2,"[1,1,0,1,1,1,0,0]",2,40
"Exp1a",3,"probability",50,3,"[1,1,1,1,1,0,1,0]",1,55
"Exp1a",3,"probability",50,4,"[0,1,1,1,0,1,0,0]",2,17
"Exp1a",3,"probability",50,5,"[1,1,0,0,1,0,0,1]",1,75
"Exp1a",3,"probability",50,6,"[0,1,0,0,1,1,0,0]",2,43
"Exp1a",3,"probability",50,7,"[0,1,1,1,1,1,0,0]",2,30
"Exp1a",3,"probability",50,8,"[1,0,1,0,1,1,1,1]",4,25
"Exp1a",3,"probability",50,9,"[0,0,1,1,0,1,1,0]",1,42
"Exp1a",3,"probability",50,10,"[0,0,1,0,1,0,0,1]",1,74
"Exp1a",3,"probability",50,11,"[1,1,0,0,1,1,1,1]",4,25
"Exp1a",3,"probability",50,12,"[0,1,0,0,1,1,1,1]",4,30
"Exp1a",3,"probability",50,13,"[0,1,0,0,1,1,1,1]",4,26
"Exp1a",3,"probability",50,14,"[0,0,1,1,1,1,0,1]",1,25
"Exp1a",3,"probability",50,15,"[1,0,1,1,1,1,1,1]",6,14
"Exp1a",3,"probability",50,16,"[0,0,0,1,0,1,0,0]",2,18
"Exp1a",3,"probability",50,17,"[0,0,1,0,0,0,1,0]",1,18
"Exp1a",3,"probability",50,18,"[1,1,1,0,1,1,1,0]",1,82
"Exp1a",4,"probability",50,1,"[0,1,0,1,0,1,0,0]",2,69
"Exp1a",4,"probability",50,2,"[0,1,0,0,0,0,0,0]",6,26
"Exp1a",4,"probability",50,3,"[0,1,0,1,0,1,1,0]",1,51
"Exp1a",4,"probability",50,4,"[0,1,1,1,0,1,0,0]",2,42
"Exp1a",4,"probability",50,5,"[1,0,0,0,1,1,1,0]",1,44
"Exp1a",4,"probability",50,6,"[1,1,0,1,1,1,1,1]",5,71
"Exp1a",4,"probability",50,7,"[1,1,0,1,0,0,1,1]",2,53
"Exp1a",4,"probability",50,8,"[0,0,1,1,0,0,0,0]",4,66
"Exp1a",4,"probability",50,9,"[1,0,1,0,1,1,0,1]",1,48
"Exp1a",4,"probability",50,10,"[0,1,0,0,0,1,0,1]",1,58
"Exp1a",4,"probability",50,11,"[0,0,1,1,1,1,1,1]",6,67
"Exp1a",4,"probability",50,12,"[0,1,0,1,1,0,1,1]",2,46
"Exp1a",4,"probability",50,13,"[0,0,1,0,0,1,0,0]",2,72
"Exp1a",4,"probability",50,14,"[0,1,1,1,0,1,1,1]",3,70
"Exp1a",4,"probability",50,15,"[1,0,1,0,0,0,1,1]",2,30
"Exp1a",4,"probability",50,16,"[0,1,0,0,1,1,0,1]",1,45
"Exp1a",4,"probability",50,17,"[1,1,0,1,0,0,1,0]",1,71
"Exp1a",4,"probability",50,18,"[1,0,1,1,0,0,1,1]",2,60
"Exp1a",5,"probability",50,1,"[1,0,1,0,0,1,1,1]",3,81
"Exp1a",5,"probability",50,2,"[0,1,1,1,1,0,1,1]",2,98
"Exp1a",5,"probability",50,3,"[1,1,0,1,0,0,0,1]",1,36
"Exp1a",5,"probability",50,4,"[0,0,0,0,1,0,1,0]",1,87
"Exp1a",5,"probability",50,5,"[0,0,0,0,1,0,1,1]",2,15
"Exp1a",5,"probability",50,6,"[0,1,1,0,0,0,0,0]",5,96
"Exp1a",5,"probability",50,7,"[0,1,1,0,1,1,1,0]",1,31
"Exp1a",5,"probability",50,8,"[0,0,1,0,1,1,1,0]",1,43
"Exp1a",5,"probability",50,9,"[1,0,0,0,1,0,0,1]",1,22
"Exp1a",5,"probability",50,10,"[0,0,1,0,0,0,1,0]",1,94
"Exp1a",5,"probability",50,11,"[1,1,0,0,0,1,1,1]",3,75
"Exp1a",5,"probability",50,12,"[1,1,0,1,1,0,1,0]",1,35
"Exp1a",5,"probability",50,13,"[1,0,0,0,0,0,1,1]",2,59
"Exp1a",5,"probability",50,14,"[0,0,0,1,0,1,1,1]",3,68
"Exp1a",5,"probability",50,15,"[0,0,0,1,0,0,1,0]",1,76
"Exp1a",5,"probability",50,16,"[1,0,1,1,1,1,1,1]",6,100
"Exp1a",5,"probability",50,17,"[0,0,1,1,1,1,0,1]",1,67
"Exp1a",5,"probability",50,18,"[1,0,0,0,0,1,1,0]",1,64
"Exp1a",6,"probability",50,1,"[0,1,0,0,0,1,0,0]",2,39
"Exp1a",6,"probability",50,2,"[1,0,1,1,0,1,0,0]",2,42
"Exp1a",6,"probability",50,3,"[1,0,1,0,0,0,1,1]",2,63
"Exp1a",6,"probability",50,4,"[1,0,0,0,1,0,1,0]",1,48
"Exp1a",6,"probability",50,5,"[0,0,0,0,0,0,0,1]",1,79
"Exp1a",6,"probability",50,6,"[1,0,1,0,0,1,0,0]",2,43
"Exp1a",6,"probability",50,7,"[1,0,0,1,1,0,0,0]",3,54
"Exp1a",6,"probability",50,8,"[1,1,1,0,0,1,0,0]",2,37
"Exp1a",6,"probability",50,9,"[1,0,0,0,1,0,1,1]",2,68
"Exp1a",6,"probability",50,10,"[0,1,0,1,0,0,1,1]",2,57
"Exp1a",6,"probability",50,11,"[1,0,1,0,0,0,0,0]",5,49
"Exp1a",6,"probability",50,12,"[1,1,1,1,0,1,0,0]",2,69
"Exp1a",6,"probability",50,13,"[1,1,1,1,1,0,0,0]",3,72
"Exp1a",6,"probability",50,14,"[0,1,1,0,0,1,0,0]",2,40
"Exp1a",6,"probability",50,15,"[0,0,0,0,1,1,1,1]",4,58
"Exp1a",6,"probability",50,16,"[0,0,1,1,1,1,0,0]",2,48
"Exp1a",6,"probability",50,17,"[1,0,1,1,1,0,1,0]",1,60
"Exp1a",6,"probability",50,18,"[0,0,1,0,0,0,1,1]",2,67
"Exp1a",7,"probability",50,1,"[1,0,1,1,1,1,1,0]",1,51
"Exp1a",7,"probability",50,2,"[1,0,0,1,1,0,0,0]",3,51
"Exp1a",7,"probability",50,3,"[1,0,0,1,0,1,0,1]",1,50
"Exp1a",7,"probability",50,4,"[1,0,0,1,1,0,1,0]",1,51
"Exp1a",7,"probability",50,5,"[0,1,1,1,1,1,1,1]",7,49
"Exp1a",7,"probability",50,6,"[1,0,1,1,1,1,1,1]",6,50
"Exp1a",7,"probability",50,7,"[0,0,0,1,0,1,1,1]",3,50
"Exp1a",7,"probability",50,8,"[0,0,0,0,0,0,0,0]",8,51
"Exp1a",7,"probability",50,9,"[0,1,1,0,1,1,0,0]",2,51
"Exp1a",7,"probability",50,10,"[1,1,0,1,1,0,0,0]",3,51
"Exp1a",7,"probability",50,11,"[0,0,1,1,1,0,1,1]",2,50
"Exp1a",7,"probability",50,12,"[0,0,1,1,1,1,1,0]",1,51
"Exp1a",7,"probability",50,13,"[0,0,0,0,0,1,1,1]",3,49
"Exp1a",7,"probability",50,14,"[1,1,1,1,0,0,0,0]",4,50
"Exp1a",7,"probability",50,15,"[1,0,0,0,0,0,0,1]",1,49
"Exp1a",7,"probability",50,16,"[1,1,1,1,1,0,0,0]",3,50
"Exp1a",7,"probability",50,17,"[0,1,1,0,1,0,1,1]",2,49
"Exp1a",7,"probability",50,18,"[1,0,1,0,0,0,0,0]",5,51
"Exp1a",8,"probability",50,1,"[0,0,0,0,1,1,0,0]",2,89
"Exp1a",8,"probability",50,2,"[1,1,0,0,0,1,1,0]",1,81
"Exp1a",8,"probability",50,3,"[1,0,1,0,0,0,0,1]",1,69
"Exp1a",8,"probability",50,4,"[0,1,1,1,1,1,0,0]",2,50
"Exp1a",8,"probability",50,5,"[1,1,0,0,1,0,0,1]",1,40
"Exp1a",8,"probability",50,6,"[0,0,0,0,0,1,1,1]",3,69
"Exp1a",8,"probability",50,7,"[1,0,1,1,1,1,0,1]",1,69
"Exp1a",8,"probability",50,8,"[1,1,0,0,0,0,0,0]",6,70
"Exp1a",8,"probability",50,9,"[0,0,1,1,0,0,0,0]",4,25
"Exp1a",8,"probability",50,10,"[0,0,1,1,1,1,0,0]",2,28
"Exp1a",8,"probability",50,11,"[1,1,0,0,0,1,0,1]",1,74
"Exp1a",8,"probability",50,12,"[1,1,0,0,1,1,1,1]",4,48
"Exp1a",8,"probability",50,13,"[1,0,1,0,1,0,0,1]",1,51
"Exp1a",8,"probability",50,14,"[0,1,1,1,0,1,0,0]",2,46
"Exp1a",8,"probability",50,15,"[1,1,1,0,1,0,0,1]",1,50
"Exp1a",8,"probability",50,16,"[0,0,0,0,0,1,0,1]",1,42
"Exp1a",8,"probability",50,17,"[1,1,1,1,0,0,0,0]",4,46
"Exp1a",8,"probability",50,18,"[1,0,1,0,1,1,0,0]",2,45
"Exp1a",9,"probability",50,1,"[0,0,0,0,0,1,0,0]",2,27
"Exp1a",9,"probability",50,2,"[0,0,1,1,0,0,1,0]",1,35
"Exp1a",9,"probability",50,3,"[0,1,1,0,0,1,0,1]",1,38
"Exp1a",9,"probability",50,4,"[0,0,1,1,0,1,1,0]",1,34
"Exp1a",9,"probability",50,5,"[1,0,1,0,1,0,0,1]",1,32
"Exp1a",9,"probability",50,6,"[1,1,0,1,0,0,1,1]",2,29
"Exp1a",9,"probability",50,7,"[0,0,1,0,1,0,0,0]",3,28
"Exp1a",9,"probability",50,8,"[1,1,0,1,1,0,0,1]",1,38
"Exp1a",9,"probability",50,9,"[0,1,1,1,0,1,1,1]",3,26
"Exp1a",9,"probability",50,10,"[1,1,1,1,1,0,0,0]",3,24
"Exp1a",9,"probability",50,11,"[1,1,1,1,1,1,0,0]",2,21
"Exp1a",9,"probability",50,12,"[1,0,0,1,0,1,0,0]",2,25
"Exp1a",9,"probability",50,13,"[0,1,1,0,1,1,1,0]",1,32
"Exp1a",9,"probability",50,14,"[0,0,1,1,0,0,1,1]",2,32
"Exp1a",9,"probability",50,15,"[0,0,1,1,0,1,0,0]",2,25
"Exp1a",9,"probability",50,16,"[0,1,1,1,1,0,1,1]",2,35
"Exp1a",9,"probability",50,17,"[0,1,1,1,0,1,0,1]",1,40
"Exp1a",9,"probability",50,18,"[0,0,1,1,1,0,0,1]",1,36
"Exp1a",10,"probability",50,1,"[0,0,1,1,1,1,1,1]",6,23
"Exp1a",10,"probability",50,2,"[0,1,0,1,0,0,0,1]",1,51
"Exp1a",10,"probability",50,3,"[1,0,1,1,0,1,1,0]",1,77
"Exp1a",10,"probability",50,4,"[1,0,0,1,1,0,1,1]",2,27
"Exp1a",10,"probability",50,5,"[1,1,0,1,0,0,1,1]",2,14
"Exp1a",10,"probability",50,6,"[1,1,1,1,0,0,1,1]",2,4
"Exp1a",10,"probability",50,7,"[0,0,1,1,1,0,0,1]",1,45
"Exp1a",10,"probability",50,8,"[0,0,0,1,0,0,1,0]",1,17
"Exp1a",10,"probability",50,9,"[0,1,1,0,0,0,1,0]",1,50
"Exp1a",10,"probability",50,10,"[0,1,0,0,1,1,1,1]",4,29
"Exp1a",10,"probability",50,11,"[0,1,0,0,0,0,0,1]",1,85
"Exp1a",10,"probability",50,12,"[0,0,0,1,1,0,0,1]",1,63
"Exp1a",10,"probability",50,13,"[0,1,1,1,0,0,0,1]",1,49
"Exp1a",10,"probability",50,14,"[0,0,0,1,1,1,0,0]",2,48
"Exp1a",10,"probability",50,15,"[1,0,0,0,0,0,1,1]",2,74
"Exp1a",10,"probability",50,16,"[0,1,0,0,0,0,0,1]",1,87
"Exp1a",10,"probability",50,17,"[0,1,1,0,1,0,1,0]",1,50
"Exp1a",10,"probability",50,18,"[1,0,0,0,1,0,0,1]",1,55
"Exp1a",11,"probability",50,1,"[1,1,1,1,0,1,1,1]",3,36
"Exp1a",11,"probability",50,2,"[0,1,0,0,0,1,0,1]",1,61
"Exp1a",11,"probability",50,3,"[1,0,0,1,0,1,1,1]",3,46
"Exp1a",11,"probability",50,4,"[0,1,1,1,1,0,1,1]",2,48
"Exp1a",11,"probability",50,5,"[1,0,1,1,0,0,0,0]",4,51
"Exp1a",11,"probability",50,6,"[1,1,1,1,1,1,0,0]",2,50
"Exp1a",11,"probability",50,7,"[0,1,0,0,1,0,0,1]",1,48
"Exp1a",11,"probability",50,8,"[0,1,0,0,0,0,0,1]",1,52
"Exp1a",11,"probability",50,9,"[0,1,1,0,1,0,0,0]",3,49
"Exp1a",11,"probability",50,10,"[1,1,0,1,0,0,0,1]",1,50
"Exp1a",11,"probability",50,11,"[0,0,0,1,0,0,0,0]",4,49
"Exp1a",11,"probability",50,12,"[0,1,0,0,0,0,1,0]",1,48
"Exp1a",11,"probability",50,13,"[1,0,0,0,1,1,0,0]",2,51
"Exp1a",11,"probability",50,14,"[0,1,1,1,0,1,1,1]",3,51
"Exp1a",11,"probability",50,15,"[1,1,1,0,0,0,0,1]",1,49
"Exp1a",11,"probability",50,16,"[0,1,0,0,0,0,1,1]",2,49
"Exp1a",11,"probability",50,17,"[1,1,1,1,1,1,0,1]",1,49
"Exp1a",11,"probability",50,18,"[1,0,0,0,1,1,0,0]",2,51
"Exp1a",12,"probability",50,1,"[0,0,0,0,0,1,1,0]",1,58
"Exp1a",12,"probability",50,2,"[1,1,1,0,0,0,1,1]",2,44
"Exp1a",12,"probability",50,3,"[0,0,0,0,1,0,0,1]",1,62
"Exp1a",12,"probability",50,4,"[1,1,1,0,1,1,0,1]",1,34
"Exp1a",12,"probability",50,5,"[0,1,0,1,0,1,1,0]",1,65
"Exp1a",12,"probability",50,6,"[0,0,1,1,1,0,1,0]",1,59
"Exp1a",12,"probability",50,7,"[1,0,1,0,0,1,1,1]",3,35
"Exp1a",12,"probability",50,8,"[1,1,1,1,1,0,1,0]",1,71
"Exp1a",12,"probability",50,9,"[0,1,1,0,1,1,1,1]",4,26
"Exp1a",12,"probability",50,10,"[0,0,0,0,1,0,0,1]",1,58
"Exp1a",12,"probability",50,11,"[0,1,1,0,1,1,0,1]",1,30
"Exp1a",12,"probability",50,12,"[1,1,1,0,1,1,1,1]",4,20
"Exp1a",12,"probability",50,13,"[0,1,0,1,1,0,0,0]",3,42
"Exp1a",12,"probability",50,14,"[0,0,1,1,1,0,1,1]",2,35
"Exp1a",12,"probability",50,15,"[0,1,1,0,0,0,1,0]",1,41
"Exp1a",12,"probability",50,16,"[0,0,0,1,1,0,1,1]",2,48
"Exp1a",12,"probability",50,17,"[0,0,1,1,1,0,1,0]",1,50
"Exp1a",12,"probability",50,18,"[0,0,0,0,0,1,1,1]",3,55
"Exp1a",13,"probability",50,1,"[0,0,1,0,0,0,0,0]",5,84
"Exp1a",13,"probability",50,2,"[0,0,1,0,1,1,1,1]",4,30
"Exp1a",13,"probability",50,3,"[1,0,0,1,0,0,1,0]",1,76
"Exp1a",13,"probability",50,4,"[0,1,1,0,0,0,0,1]",1,51
"Exp1a",13,"probability",50,5,"[0,1,1,1,0,0,1,0]",1,74
"Exp1a",13,"probability",50,6,"[0,0,0,0,0,0,1,0]",1,9
"Exp1a",13,"probability",50,7,"[0,1,1,1,0,1,0,0]",2,79
"Exp1a",13,"probability",50,8,"[1,0,0,0,0,1,0,1]",1,60
"Exp1a",13,"probability",50,9,"[1,0,1,0,1,0,1,0]",1,50
"Exp1a",13,"probability",50,10,"[0,0,0,0,0,1,0,0]",2,9
"Exp1a",13,"probability",50,11,"[0,0,0,1,0,0,0,0]",4,11
"Exp1a",13,"probability",50,12,"[0,0,1,0,0,1,0,1]",1,54
"Exp1a",13,"probability",50,13,"[0,0,1,0,0,1,1,1]",3,32
"Exp1a",13,"probability",50,14,"[0,1,1,0,1,1,0,0]",2,42
"Exp1a",13,"probability",50,15,"[0,0,1,1,1,1,1,1]",6,8
"Exp1a",13,"probability",50,16,"[0,1,0,1,0,0,1,0]",1,47
"Exp1a",13,"probability",50,17,"[1,0,0,1,1,1,0,1]",1,24
"Exp1a",13,"probability",50,18,"[0,0,1,1,1,1,0,1]",1,27
"Exp1a",14,"probability",50,1,"[0,0,0,1,0,0,0,1]",1,26
"Exp1a",14,"probability",50,2,"[0,1,0,0,1,0,1,0]",1,65
"Exp1a",14,"probability",50,3,"[1,1,1,1,1,0,0,0]",3,39
"Exp1a",14,"probability",50,4,"[1,0,0,1,0,1,0,1]",1,50
"Exp1a",14,"probability",50,5,"[0,0,1,1,1,1,1,0]",1,34
"Exp1a",14,"probability",50,6,"[1,0,1,0,0,0,0,0]",5,81
"Exp1a",14,"probability",50,7,"[0,1,1,0,1,0,1,0]",1,50
"Exp1a",14,"probability",50,8,"[0,0,0,0,0,1,1,0]",1,76
"Exp1a",14,"probability",50,9,"[0,0,0,0,0,1,1,1]",3,38
"Exp1a",14,"probability",50,10,"[1,1,1,1,0,0,0,1]",1,64
"Exp1a",14,"probability",50,11,"[1,0,1,1,0,0,1,0]",1,49
"Exp1a",14,"probability",50,12,"[0,1,1,1,1,0,1,0]",1,32
"Exp1a",14,"probability",50,13,"[1,1,0,0,1,0,1,1]",2,71
"Exp1a",14,"probability",50,14,"[0,0,1,1,0,1,0,0]",2,63
"Exp1a",14,"probability",50,15,"[1,0,0,0,1,1,1,0]",1,50
"Exp1a",14,"probability",50,16,"[0,0,1,1,1,0,1,1]",2,62
"Exp1a",14,"probability",50,17,"[0,1,0,1,0,1,0,1]",1,50
"Exp1a",14,"probability",50,18,"[1,1,1,0,0,0,0,0]",5,63
"Exp1a",15,"probability",50,1,"[0,0,0,0,1,0,1,0]",1,90
"Exp1a",15,"probability",50,2,"[1,1,0,0,0,0,1,0]",1,85
"Exp1a",15,"probability",50,3,"[1,0,1,0,0,0,1,0]",1,75
"Exp1a",15,"probability",50,4,"[0,1,1,1,0,0,0,0]",4,75
"Exp1a",15,"probability",50,5,"[0,0,0,1,0,0,1,0]",1,60
"Exp1a",15,"probability",50,6,"[1,0,1,0,1,0,0,0]",3,61
"Exp1a",15,"probability",50,7,"[1,0,1,1,0,1,1,0]",1,53
"Exp1a",15,"probability",50,8,"[0,0,1,0,0,0,0,0]",5,95
"Exp1a",15,"probability",50,9,"[1,1,1,1,1,0,1,1]",2,70
"Exp1a",15,"probability",50,10,"[1,0,0,0,1,0,1,1]",2,46
"Exp1a",15,"probability",50,11,"[0,0,0,0,1,0,1,0]",1,90
"Exp1a",15,"probability",50,12,"[0,1,1,0,1,1,1,0]",1,33
"Exp1a",15,"probability",50,13,"[0,1,0,1,1,1,1,1]",5,79
"Exp1a",15,"probability",50,14,"[1,0,0,0,1,1,1,0]",1,42
"Exp1a",15,"probability",50,15,"[0,1,0,1,0,1,1,1]",3,48
"Exp1a",15,"probability",50,16,"[1,0,1,0,0,0,0,1]",1,28
"Exp1a",15,"probability",50,17,"[1,1,1,0,1,0,0,0]",3,75
"Exp1a",15,"probability",50,18,"[1,1,0,0,1,1,0,1]",1,48
"Exp1a",16,"probability",50,1,"[0,1,0,0,1,1,1,0]",1,48
"Exp1a",16,"probability",50,2,"[1,1,0,0,0,0,1,1]",2,23
"Exp1a",16,"probability",50,3,"[0,0,0,1,0,1,1,1]",3,10
"Exp1a",16,"probability",50,4,"[0,1,1,0,1,0,1,1]",2,21
"Exp1a",16,"probability",50,5,"[0,0,1,0,0,0,1,1]",2,42
"Exp1a",16,"probability",50,6,"[0,1,1,1,1,1,1,0]",1,94
"Exp1a",16,"probability",50,7,"[1,1,0,0,1,0,1,1]",2,44
"Exp1a",16,"probability",50,8,"[0,0,0,1,0,0,1,1]",2,32
"Exp1a",16,"probability",50,9,"[0,0,1,0,1,1,1,1]",4,4
"Exp1a",16,"probability",50,10,"[1,0,1,1,1,0,1,1]",2,49
"Exp1a",16,"probability",50,11,"[0,0,1,1,1,0,1,0]",1,49
"Exp1a",16,"probability",50,12,"[0,1,1,1,0,1,0,1]",1,27
"Exp1a",16,"probability",50,13,"[1,0,0,0,1,0,0,1]",1,52
"Exp1a",16,"probability",50,14,"[0,1,1,0,1,1,0,0]",2,49
"Exp1a",16,"probability",50,15,"[0,1,0,0,1,0,0,0]",3,33
"Exp1a",16,"probability",50,16,"[1,0,1,1,0,1,0,1]",1,47
"Exp1a",16,"probability",50,17,"[0,0,1,0,0,0,1,0]",1,40
"Exp1a",16,"probability",50,18,"[0,0,0,0,1,0,0,1]",1,64
"Exp1a",17,"probability",50,1,"[0,0,1,0,1,1,1,0]",1,49
"Exp1a",17,"probability",50,2,"[0,0,0,0,1,0,1,1]",2,50
"Exp1a",17,"probability",50,3,"[1,1,0,1,1,0,1,0]",1,50
"Exp1a",17,"probability",50,4,"[1,1,0,1,0,0,1,0]",1,50
"Exp1a",17,"probability",50,5,"[0,1,0,1,0,0,0,0]",4,51
"Exp1a",17,"probability",50,6,"[0,1,1,1,1,0,0,0]",3,51
"Exp1a",17,"probability",50,7,"[0,0,0,0,1,1,0,0]",2,50
"Exp1a",17,"probability",50,8,"[1,1,1,1,1,1,1,1]",8,50
"Exp1a",17,"probability",50,9,"[0,0,1,0,0,1,0,1]",1,49
"Exp1a",17,"probability",50,10,"[0,0,0,1,0,0,0,1]",1,49
"Exp1a",17,"probability",50,11,"[0,0,1,0,1,0,0,0]",3,50
"Exp1a",17,"probability",50,12,"[1,1,0,0,1,1,0,0]",2,49
"Exp1a",17,"probability",50,13,"[1,0,1,0,0,0,0,0]",5,51
"Exp1a",17,"probability",50,14,"[0,0,1,1,0,0,1,1]",2,50
"Exp1a",17,"probability",50,15,"[1,1,0,1,0,0,0,0]",4,51
"Exp1a",17,"probability",50,16,"[1,1,1,1,1,1,1,1]",8,50
"Exp1a",17,"probability",50,17,"[1,1,1,0,0,0,1,0]",1,51
"Exp1a",17,"probability",50,18,"[1,1,1,0,0,1,1,0]",1,50
"Exp1a",18,"probability",50,1,"[1,1,1,1,1,1,0,0]",2,31
"Exp1a",18,"probability",50,2,"[1,1,0,1,1,0,1,0]",1,45
"Exp1a",18,"probability",50,3,"[0,1,1,0,1,1,0,0]",2,68
"Exp1a",18,"probability",50,4,"[0,0,0,1,1,1,1,1]",5,78
"Exp1a",18,"probability",50,5,"[0,1,1,0,0,1,0,0]",2,36
"Exp1a",18,"probability",50,6,"[1,1,0,0,1,0,1,1]",2,22
"Exp1a",18,"probability",50,7,"[0,0,0,0,1,0,0,0]",3,93
"Exp1a",18,"probability",50,8,"[0,1,0,0,0,1,1,1]",3,38
"Exp1a",18,"probability",50,9,"[1,1,1,0,0,0,0,1]",1,85
"Exp1a",18,"probability",50,10,"[0,0,0,0,1,0,1,1]",2,31
"Exp1a",18,"probability",50,11,"[1,0,1,1,1,0,1,1]",2,89
"Exp1a",18,"probability",50,12,"[0,1,0,0,0,0,0,0]",6,92
"Exp1a",18,"probability",50,13,"[0,1,0,0,0,1,0,0]",2,71
"Exp1a",18,"probability",50,14,"[1,1,0,1,0,1,0,1]",1,80
"Exp1a",18,"probability",50,15,"[0,1,1,1,1,0,0,0]",3,16
"Exp1a",18,"probability",50,16,"[1,1,0,0,1,0,1,0]",1,32
"Exp1a",18,"probability",50,17,"[1,0,1,0,0,1,1,1]",3,42
"Exp1a",18,"probability",50,18,"[0,1,0,1,1,1,0,1]",1,68
"Exp1a",19,"probability",50,1,"[0,0,0,1,1,1,1,0]",1,28
"Exp1a",19,"probability",50,2,"[0,1,1,0,0,0,1,1]",2,33
"Exp1a",19,"probability",50,3,"[0,0,1,1,0,0,1,0]",1,50
"Exp1a",19,"probability",50,4,"[0,1,1,0,1,1,1,1]",4,23
"Exp1a",19,"probability",50,5,"[1,0,0,0,0,0,0,0]",7,5
"Exp1a",19,"probability",50,6,"[1,1,0,0,1,0,0,1]",1,33
"Exp1a",19,"probability",50,7,"[0,0,0,1,0,0,0,1]",1,74
"Exp1a",19,"probability",50,8,"[0,0,1,1,1,0,0,1]",1,41
"Exp1a",19,"probability",50,9,"[1,0,0,1,1,0,0,1]",1,57
"Exp1a",19,"probability",50,10,"[1,0,0,0,0,0,1,0]",1,33
"Exp1a",19,"probability",50,11,"[1,1,0,0,0,1,1,1]",3,41
"Exp1a",19,"probability",50,12,"[1,1,0,1,1,1,0,0]",2,52
"Exp1a",19,"probability",50,13,"[1,0,1,1,1,1,0,1]",1,43
"Exp1a",19,"probability",50,14,"[1,0,1,1,1,0,0,1]",1,48
"Exp1a",19,"probability",50,15,"[0,0,0,0,1,1,0,1]",1,64
"Exp1a",19,"probability",50,16,"[0,1,0,1,1,1,1,0]",1,63
"Exp1a",19,"probability",50,17,"[0,0,1,0,0,1,0,0]",2,20
"Exp1a",19,"probability",50,18,"[0,0,0,1,1,1,1,1]",5,37
"Exp1a",20,"probability",50,1,"[0,0,1,1,0,1,0,0]",2,22
"Exp1a",20,"probability",50,2,"[1,0,1,1,0,0,0,1]",1,60
"Exp1a",20,"probability",50,3,"[1,0,1,1,0,1,1,0]",1,78
"Exp1a",20,"probability",50,4,"[0,1,1,1,0,0,1,0]",1,46
"Exp1a",20,"probability",50,5,"[0,0,1,1,0,0,1,1]",2,41
"Exp1a",20,"probability",50,6,"[1,1,1,1,1,1,0,1]",1,16
"Exp1a",20,"probability",50,7,"[1,1,1,0,0,1,0,1]",1,47
