"experiment","subject","response","ground_truth","trial","sequence","streak","repetition"
"Exp3",20,"probability",50,13,"[0,1,1,0,1,0,1,0]",1,50
"Exp3",20,"probability",50,14,"[0,1,0,1,1,1,1,1]",5,50
"Exp3",20,"probability",50,15,"[1,0,1,0,1,0,1,0]",1,50
"Exp3",20,"probability",50,16,"[1,0,1,0,0,1,1,0]",1,49
"Exp3",20,"probability",50,17,"[0,1,0,1,0,0,0,0]",4,50
"Exp3",20,"probability",50,18,"[0,1,1,1,1,1,1,1]",7,50
"Exp3",21,"probability",50,1,"[0,1,0,1,1,1,0,1]",1,50
"Exp3",21,"probability",50,2,"[0,1,0,1,0,0,1,0]",1,50
"Exp3",21,"probability",50,3,"[1,1,0,0,0,0,0,0]",6,58
"Exp3",21,"probability",50,4,"[1,1,0,1,0,0,1,0]",1,50
"Exp3",21,"probability",50,5,"[0,1,0,0,0,0,0,1]",1,37
"Exp3",21,"probability",50,6,"[1,1,0,0,0,1,1,0]",1,50
"Exp3",21,"probability",50,7,"[1,0,1,0,1,0,1,0]",1,51
"Exp3",21,"probability",50,8,"[1,0,1,0,1,1,1,1]",4,50
"Exp3",21,"probability",50,9,"[0,1,0,1,0,1,0,0]",2,50
"Exp3",21,"probability",50,10,"[1,0,1,0,0,1,1,1]",3,49
"Exp3",21,"probability",50,11,"[0,1,0,1,1,1,1,0]",1,50
"Exp3",21,"probability",50,12,"[1,0,1,0,0,0,0,0]",5,50
"Exp3",21,"probability",50,13,"[1,0,0,0,0,0,0,1]",1,49
"Exp3",21,"probability",50,14,"[0,1,1,0,1,0,1,0]",1,50
"Exp3",21,"probability",50,15,"[0,1,0,1,0,1,0,1]",1,49
"Exp3",21,"probability",50,16,"[1,1,1,1,1,1,0,1]",1,50
"Exp3",21,"probability",50,17,"[0,1,1,1,1,1,1,1]",7,49
"Exp3",21,"probability",50,18,"[0,0,0,0,1,1,0,1]",1,49
"Exp3",22,"probability",50,1,"[0,1,0,0,0,1,0,1]",1,50
"Exp3",22,"probability",50,2,"[1,1,0,0,1,1,0,1]",1,41
"Exp3",22,"probability",50,3,"[1,0,0,0,0,1,0,1]",1,63
"Exp3",22,"probability",50,4,"[1,0,0,0,0,0,0,0]",7,25
"Exp3",22,"probability",50,5,"[1,0,0,0,1,0,1,0]",1,51
"Exp3",22,"probability",50,6,"[0,0,1,1,1,1,1,1]",6,17
"Exp3",22,"probability",50,7,"[1,1,0,1,1,1,1,1]",5,21
"Exp3",22,"probability",50,8,"[1,0,1,0,1,0,0,0]",3,26
"Exp3",22,"probability",50,9,"[1,1,1,1,0,0,1,0]",1,80
"Exp3",22,"probability",50,10,"[1,1,0,1,0,0,1,0]",1,68
"Exp3",22,"probability",50,11,"[1,0,0,0,0,0,0,1]",1,75
"Exp3",22,"probability",50,12,"[1,0,1,1,0,1,0,0]",2,31
"Exp3",22,"probability",50,13,"[1,1,0,1,0,0,0,0]",4,29
"Exp3",22,"probability",50,14,"[0,1,0,1,0,0,1,0]",1,26
"Exp3",22,"probability",50,15,"[0,1,0,1,0,1,0,1]",1,26
"Exp3",22,"probability",50,16,"[0,0,1,1,0,1,1,0]",1,79
"Exp3",22,"probability",50,17,"[0,1,1,0,1,0,1,0]",1,25
"Exp3",22,"probability",50,18,"[1,0,1,0,1,0,1,0]",1,36
"Exp3",23,"probability",50,1,"[1,1,0,0,1,1,0,1]",1,51
"Exp3",23,"probability",50,2,"[0,1,1,0,1,0,1,0]",1,49
"Exp3",23,"probability",50,3,"[0,1,0,1,1,1,1,0]",1,48
"Exp3",23,"probability",50,4,"[1,1,0,1,1,0,0,1]",1,51
"Exp3",23,"probability",50,5,"[1,0,1,0,1,1,1,1]",4,51
"Exp3",23,"probability",50,6,"[1,0,1,0,0,1,1,1]",3,51
"Exp3",23,"probability",50,7,"[0,0,1,1,0,1,0,1]",1,51
"Exp3",23,"probability",50,8,"[1,1,1,1,1,0,1,0]",1,51
"Exp3",23,"probability",50,9,"[0,1,1,1,1,1,1,1]",7,50
"Exp3",23,"probability",50,10,"[0,1,0,0,0,0,0,1]",1,51
"Exp3",23,"probability",50,11,"[1,1,0,0,0,0,0,0]",6,50
"Exp3",23,"probability",50,12,"[0,1,0,1,1,1,1,1]",5,52
"Exp3",23,"probability",50,13,"[1,1,0,1,0,0,1,0]",1,50
"Exp3",23,"probability",50,14,"[0,0,1,1,0,1,1,0]",1,50
"Exp3",23,"probability",50,15,"[0,1,0,1,0,1,0,1]",1,51
"Exp3",23,"probability",50,16,"[1,0,1,0,1,0,1,0]",1,48
"Exp3",23,"probability",50,17,"[0,1,0,1,1,1,0,1]",1,51
"Exp3",23,"probability",50,18,"[0,1,0,1,0,1,0,0]",2,49
"Exp3",24,"probability",50,1,"[1,0,0,0,1,0,1,0]",1,34
"Exp3",24,"probability",50,2,"[0,1,1,1,0,0,1,0]",1,47
"Exp3",24,"probability",50,3,"[1,0,0,0,0,0,0,1]",1,72
"Exp3",24,"probability",50,4,"[1,0,1,0,1,0,1,0]",1,47
"Exp3",24,"probability",50,5,"[0,0,1,1,0,1,1,0]",1,49
"Exp3",24,"probability",50,6,"[0,0,0,0,1,1,0,1]",1,58
"Exp3",24,"probability",50,7,"[0,0,1,1,0,1,0,1]",1,51
"Exp3",24,"probability",50,8,"[1,1,0,1,0,0,0,0]",4,42
"Exp3",24,"probability",50,9,"[1,1,0,0,0,0,0,0]",6,35
"Exp3",24,"probability",50,10,"[1,0,1,0,0,0,0,0]",5,28
"Exp3",24,"probability",50,11,"[1,0,0,0,0,0,0,0]",7,22
"Exp3",24,"probability",50,12,"[1,1,0,0,0,1,1,0]",1,50
"Exp3",24,"probability",50,13,"[1,1,1,1,0,0,1,0]",1,59
"Exp3",24,"probability",50,14,"[1,0,1,0,1,0,1,1]",2,42
"Exp3",24,"probability",50,15,"[0,1,0,1,0,0,1,0]",1,43
"Exp3",24,"probability",50,16,"[1,0,1,0,0,1,1,1]",3,43
"Exp3",24,"probability",50,17,"[1,1,0,0,1,1,0,1]",1,42
"Exp3",24,"probability",50,18,"[0,1,0,1,0,1,0,1]",1,51
"Exp3",25,"probability",50,1,"[0,1,1,1,0,0,1,0]",1,48
"Exp3",25,"probability",50,2,"[1,1,0,1,1,0,0,1]",1,53
"Exp3",25,"probability",50,3,"[1,0,0,0,1,0,1,0]",1,49
"Exp3",25,"probability",50,4,"[1,0,1,0,1,0,1,0]",1,50
"Exp3",25,"probability",50,5,"[1,0,1,0,0,1,1,0]",1,47
"Exp3",25,"probability",50,6,"[1,0,0,0,0,1,0,1]",1,51
"Exp3",25,"probability",50,7,"[1,0,1,0,0,1,1,1]",3,52
"Exp3",25,"probability",50,8,"[0,1,1,0,1,0,1,0]",1,49
"Exp3",25,"probability",50,9,"[0,0,1,1,1,1,1,1]",6,50
"Exp3",25,"probability",50,10,"[0,1,0,1,1,1,1,0]",1,50
"Exp3",25,"probability",50,11,"[0,0,1,0,1,1,1,1]",4,52
"Exp3",25,"probability",50,12,"[0,1,0,1,0,1,0,0]",2,48
"Exp3",25,"probability",50,13,"[0,0,1,1,0,1,0,1]",1,50
"Exp3",25,"probability",50,14,"[1,1,1,1,0,0,1,0]",1,48
"Exp3",25,"probability",50,15,"[0,1,0,1,1,1,0,1]",1,50
"Exp3",25,"probability",50,16,"[1,1,0,0,0,1,1,0]",1,48
"Exp3",25,"probability",50,17,"[1,0,0,0,0,0,0,0]",7,50
"Exp3",25,"probability",50,18,"[1,0,1,0,0,0,0,0]",5,49
"Exp3",26,"probability",50,1,"[0,1,0,0,0,0,0,1]",1,30
"Exp3",26,"probability",50,2,"[0,0,1,1,0,1,1,0]",1,32
"Exp3",26,"probability",50,3,"[1,0,1,1,1,1,1,1]",6,74
"Exp3",26,"probability",50,4,"[1,0,1,0,0,1,1,0]",1,48
"Exp3",26,"probability",50,5,"[0,1,0,1,0,1,0,1]",1,19
"Exp3",26,"probability",50,6,"[1,0,1,0,0,0,0,0]",5,41
"Exp3",26,"probability",50,7,"[0,1,0,1,1,1,1,0]",1,26
"Exp3",26,"probability",50,8,"[0,1,0,0,1,0,1,1]",2,50
"Exp3",26,"probability",50,9,"[1,0,0,0,0,0,0,0]",7,5
"Exp3",26,"probability",50,10,"[0,0,0,0,1,1,0,1]",1,56
"Exp3",26,"probability",50,11,"[1,1,1,0,1,0,1,0]",1,30
"Exp3",26,"probability",50,12,"[0,1,0,0,0,1,0,1]",1,40
"Exp3",26,"probability",50,13,"[1,0,0,0,1,0,1,0]",1,38
"Exp3",26,"probability",50,14,"[1,1,1,1,1,0,1,0]",1,65
"Exp3",26,"probability",50,15,"[0,0,1,0,1,1,1,1]",4,10
"Exp3",26,"probability",50,16,"[0,1,0,1,1,1,0,1]",1,24
"Exp3",26,"probability",50,17,"[1,0,0,0,0,1,0,1]",1,72
"Exp3",26,"probability",50,18,"[1,0,1,0,1,0,0,0]",3,37
"Exp3",27,"probability",50,1,"[1,1,1,1,1,0,1,0]",1,69
"Exp3",27,"probability",50,2,"[0,1,0,1,1,1,1,0]",1,63
"Exp3",27,"probability",50,3,"[0,1,0,1,0,1,0,1]",1,12
"Exp3",27,"probability",50,4,"[0,0,1,1,0,1,1,0]",1,51
"Exp3",27,"probability",50,5,"[1,0,0,0,1,0,1,0]",1,37
"Exp3",27,"probability",50,6,"[0,1,0,1,1,0,0,0]",3,31
"Exp3",27,"probability",50,7,"[1,1,0,0,1,1,0,1]",1,43
"Exp3",27,"probability",50,8,"[1,1,1,0,1,0,1,0]",1,73
"Exp3",27,"probability",50,9,"[1,1,0,1,0,0,1,0]",1,49
"Exp3",27,"probability",50,10,"[1,0,1,0,1,0,1,1]",2,19
"Exp3",27,"probability",50,11,"[1,1,1,1,1,1,0,1]",1,8
"Exp3",27,"probability",50,12,"[1,0,1,0,0,0,0,0]",5,21
"Exp3",27,"probability",50,13,"[1,0,1,0,1,1,1,1]",4,27
"Exp3",27,"probability",50,14,"[1,0,0,0,0,0,0,1]",1,82
"Exp3",27,"probability",50,15,"[1,0,0,0,0,1,0,1]",1,62
"Exp3",27,"probability",50,16,"[0,1,0,0,0,0,0,0]",6,7
"Exp3",27,"probability",50,17,"[1,1,1,1,0,0,1,0]",1,72
"Exp3",27,"probability",50,18,"[1,0,0,0,0,0,0,0]",7,10
"Exp3",28,"probability",50,1,"[0,1,0,1,1,1,0,1]",1,52
"Exp3",28,"probability",50,2,"[1,0,1,1,1,1,1,1]",6,51
"Exp3",28,"probability",50,3,"[0,1,0,1,1,1,1,1]",5,52
"Exp3",28,"probability",50,4,"[1,0,0,0,0,0,0,0]",7,50
"Exp3",28,"probability",50,5,"[1,1,1,1,1,1,0,1]",1,51
"Exp3",28,"probability",50,6,"[1,0,1,0,1,0,0,0]",3,50
"Exp3",28,"probability",50,7,"[0,1,0,0,0,0,0,1]",1,50
"Exp3",28,"probability",50,8,"[1,0,1,1,0,1,0,0]",2,47
"Exp3",28,"probability",50,9,"[1,1,1,1,1,0,1,0]",1,49
"Exp3",28,"probability",50,10,"[0,0,1,1,0,1,1,0]",1,49
"Exp3",28,"probability",50,11,"[1,0,0,0,1,0,1,0]",1,49
"Exp3",28,"probability",50,12,"[1,0,1,0,0,1,1,0]",1,49
"Exp3",28,"probability",50,13,"[1,0,1,0,1,0,1,0]",1,49
"Exp3",28,"probability",50,14,"[0,0,1,0,1,1,1,1]",4,50
"Exp3",28,"probability",50,15,"[1,1,0,0,0,1,1,0]",1,48
"Exp3",28,"probability",50,16,"[0,1,0,1,1,1,1,0]",1,50
"Exp3",28,"probability",50,17,"[0,1,0,0,0,1,0,1]",1,51
"Exp3",28,"probability",50,18,"[0,0,1,1,0,1,0,1]",1,50
"Exp3",29,"probability",50,1,"[0,0,1,1,0,1,1,0]",1,50
"Exp3",29,"probability",50,2,"[1,1,1,1,1,1,0,1]",1,50
"Exp3",29,"probability",50,3,"[1,1,0,1,0,0,0,0]",4,51
"Exp3",29,"probability",50,4,"[0,1,0,0,0,0,0,1]",1,49
"Exp3",29,"probability",50,5,"[0,1,1,1,1,1,1,1]",7,48
"Exp3",29,"probability",50,6,"[1,0,0,0,0,1,0,1]",1,49
"Exp3",29,"probability",50,7,"[0,1,0,1,0,0,1,0]",1,51
"Exp3",29,"probability",50,8,"[1,0,1,1,0,1,0,0]",2,51
"Exp3",29,"probability",50,9,"[1,1,1,1,1,0,1,0]",1,51
"Exp3",29,"probability",50,10,"[1,1,0,1,1,0,0,1]",1,50
"Exp3",29,"probability",50,11,"[1,1,1,0,1,0,1,0]",1,51
"Exp3",29,"probability",50,12,"[1,0,1,0,0,0,0,0]",5,51
"Exp3",29,"probability",50,13,"[0,1,1,0,1,0,1,0]",1,50
"Exp3",29,"probability",50,14,"[0,1,0,0,0,0,0,0]",6,51
"Exp3",29,"probability",50,15,"[0,1,0,0,0,1,0,1]",1,50
"Exp3",29,"probability",50,16,"[1,0,1,0,0,1,1,1]",3,50
"Exp3",29,"probability",50,17,"[0,1,0,1,0,1,0,1]",1,50
"Exp3",29,"probability",50,18,"[0,0,1,1,0,1,0,1]",1,49
"Exp3",30,"probability",50,1,"[0,0,1,1,0,1,0,1]",1,50
"Exp3",30,"probability",50,2,"[1,1,0,1,0,0,1,0]",1,49
"Exp3",30,"probability",50,3,"[1,1,0,1,1,1,1,1]",5,30
"Exp3",30,"probability",50,4,"[0,1,0,0,0,1,0,1]",1,60
"Exp3",30,"probability",50,5,"[1,0,1,0,1,0,1,0]",1,48
"Exp3",30,"probability",50,6,"[0,0,1,0,1,1,1,1]",4,44
"Exp3",30,"probability",50,7,"[1,0,0,0,1,0,1,0]",1,34
"Exp3",30,"probability",50,8,"[0,1,0,1,0,1,0,1]",1,49
"Exp3",30,"probability",50,9,"[1,1,1,0,1,0,1,0]",1,60
"Exp3",30,"probability",50,10,"[0,1,1,1,1,1,1,1]",7,70
"Exp3",30,"probability",50,11,"[1,0,1,1,1,1,1,1]",6,74
"Exp3",30,"probability",50,12,"[0,1,1,1,0,0,1,0]",1,50
"Exp3",30,"probability",50,13,"[0,1,1,0,1,0,1,0]",1,46
"Exp3",30,"probability",50,14,"[0,1,0,1,1,1,0,1]",1,57
"Exp3",30,"probability",50,15,"[1,1,1,1,1,1,0,1]",1,92
"Exp3",30,"probability",50,16,"[1,0,1,0,0,1,1,1]",3,57
"Exp3",30,"probability",50,17,"[1,1,0,0,0,1,1,0]",1,47
"Exp3",30,"probability",50,18,"[0,1,0,0,1,0,1,1]",2,47
"Exp3",31,"probability",50,1,"[1,1,1,1,1,0,1,0]",1,15
"Exp3",31,"probability",50,2,"[1,0,1,0,1,1,1,1]",4,66
"Exp3",31,"probability",50,3,"[1,0,1,0,1,0,1,0]",1,47
"Exp3",31,"probability",50,4,"[0,1,1,1,1,1,1,1]",7,86
"Exp3",31,"probability",50,5,"[1,1,0,1,0,0,1,0]",1,44
"Exp3",31,"probability",50,6,"[0,1,1,0,1,0,1,0]",1,49
"Exp3",31,"probability",50,7,"[1,0,0,0,0,1,0,1]",1,41
"Exp3",31,"probability",50,8,"[1,0,1,1,1,1,1,1]",6,80
"Exp3",31,"probability",50,9,"[1,1,1,1,0,0,1,0]",1,36
"Exp3",31,"probability",50,10,"[1,0,0,0,1,0,1,0]",1,61
"Exp3",31,"probability",50,11,"[1,1,0,1,1,0,0,1]",1,71
"Exp3",31,"probability",50,12,"[1,1,0,0,0,1,1,0]",1,24
"Exp3",31,"probability",50,13,"[0,1,0,0,1,0,1,1]",2,49
"Exp3",31,"probability",50,14,"[1,0,0,0,0,0,0,1]",1,79
"Exp3",31,"probability",50,15,"[0,1,0,1,1,1,1,0]",1,20
"Exp3",31,"probability",50,16,"[0,1,0,1,0,1,1,1]",3,69
"Exp3",31,"probability",50,17,"[1,0,1,0,0,0,0,0]",5,74
"Exp3",31,"probability",50,18,"[0,1,0,0,0,0,0,1]",1,9
"Exp3",32,"probability",50,1,"[1,0,0,0,1,0,1,0]",1,49
"Exp3",32,"probability",50,2,"[0,1,1,1,1,1,1,1]",7,48
"Exp3",32,"probability",50,3,"[0,0,1,1,0,1,1,0]",1,49
"Exp3",32,"probability",50,4,"[1,0,1,0,0,1,1,0]",1,49
"Exp3",32,"probability",50,5,"[0,1,0,1,1,0,0,0]",3,47
"Exp3",32,"probability",50,6,"[0,1,0,1,1,1,1,0]",1,51
"Exp3",32,"probability",50,7,"[0,1,0,0,0,0,0,1]",1,56
"Exp3",32,"probability",50,8,"[1,1,1,1,1,0,1,0]",1,51
"Exp3",32,"probability",50,9,"[0,0,1,1,1,1,1,1]",6,48
"Exp3",32,"probability",50,10,"[0,1,0,0,1,0,1,1]",2,50
"Exp3",32,"probability",50,11,"[1,1,1,0,1,0,1,0]",1,49
"Exp3",32,"probability",50,12,"[0,1,0,0,0,1,0,1]",1,52
"Exp3",32,"probability",50,13,"[1,0,1,0,0,0,0,0]",5,46
"Exp3",32,"probability",50,14,"[1,1,0,0,0,1,1,0]",1,50
"Exp3",32,"probability",50,15,"[1,1,0,0,1,1,0,1]",1,49
"Exp3",32,"probability",50,16,"[1,0,0,0,0,0,0,1]",1,49
"Exp3",32,"probability",50,17,"[1,0,1,0,1,1,1,1]",4,50
"Exp3",32,"probability",50,18,"[1,0,1,0,1,0,1,0]",1,51
"Exp3",33,"probability",50,1,"[1,1,0,1,1,0,0,1]",1,60
"Exp3",33,"probability",50,2,"[0,0,1,0,0,0,0,0]",5,67
"Exp3",33,"probability",50,3,"[0,0,0,0,1,1,0,1]",1,49
"Exp3",33,"probability",50,4,"[1,0,0,0,0,1,0,1]",1,67
"Exp3",33,"probability",50,5,"[1,0,1,0,1,0,0,0]",3,61
"Exp3",33,"probability",50,6,"[1,1,0,0,1,1,0,1]",1,40
"Exp3",33,"probability",50,7,"[0,1,0,1,1,1,0,1]",1,39
"Exp3",33,"probability",50,8,"[0,0,1,1,0,1,0,1]",1,58
"Exp3",33,"probability",50,9,"[1,0,0,0,0,0,0,0]",7,34
"Exp3",33,"probability",50,10,"[1,1,0,1,0,0,0,0]",4,42
"Exp3",33,"probability",50,11,"[1,1,1,1,1,0,1,0]",1,42
"Exp3",33,"probability",50,12,"[1,0,1,0,0,1,1,0]",1,34
"Exp3",33,"probability",50,13,"[1,0,0,0,1,0,1,0]",1,61
"Exp3",33,"probability",50,14,"[1,0,1,1,0,1,0,0]",2,40
"Exp3",33,"probability",50,15,"[1,1,1,0,1,0,1,0]",1,37
"Exp3",33,"probability",50,16,"[0,1,0,0,0,0,0,1]",1,74
"Exp3",33,"probability",50,17,"[1,1,0,1,0,0,1,0]",1,57
"Exp3",33,"probability",50,18,"[1,1,0,0,0,0,0,0]",6,42
"Exp3",34,"probability",50,1,"[1,0,0,0,0,1,0,1]",1,69
"Exp3",34,"probability",50,2,"[1,0,1,1,0,1,0,0]",2,71
"Exp3",34,"probability",50,3,"[1,1,1,1,0,0,1,0]",1,32
"Exp3",34,"probability",50,4,"[1,0,0,0,1,0,1,0]",1,34
"Exp3",34,"probability",50,5,"[1,0,0,0,0,0,0,0]",7,74
"Exp3",34,"probability",50,6,"[0,1,1,1,0,0,1,0]",1,67
"Exp3",34,"probability",50,7,"[0,1,1,0,1,0,1,0]",1,40
"Exp3",34,"probability",50,8,"[1,0,1,0,0,1,1,0]",1,75
"Exp3",34,"probability",50,9,"[0,0,1,1,0,1,0,1]",1,71
"Exp3",34,"probability",50,10,"[0,1,0,1,1,0,0,0]",3,40
"Exp3",34,"probability",50,11,"[0,0,0,0,1,1,0,1]",1,30
"Exp3",34,"probability",50,12,"[0,1,0,0,0,1,0,1]",1,70
"Exp3",34,"probability",50,13,"[1,1,0,0,0,1,1,0]",1,37
"Exp3",34,"probability",50,14,"[1,0,1,0,1,1,1,1]",4,34
"Exp3",34,"probability",50,15,"[0,1,0,1,1,1,1,1]",5,38
"Exp3",34,"probability",50,16,"[0,1,0,1,0,1,0,1]",1,52
"Exp3",34,"probability",50,17,"[1,1,1,1,1,1,0,1]",1,64
"Exp3",34,"probability",50,18,"[0,1,0,0,0,0,0,0]",6,79
"Exp3",35,"probability",50,1,"[1,0,0,0,0,1,0,1]",1,49
"Exp3",35,"probability",50,2,"[0,1,1,1,1,1,1,1]",7,73
"Exp3",35,"probability",50,3,"[0,1,0,0,0,1,0,1]",1,47
"Exp3",35,"probability",50,4,"[1,1,0,0,0,1,1,0]",1,53
"Exp3",35,"probability",50,5,"[0,1,0,1,1,1,1,0]",1,36
"Exp3",35,"probability",50,6,"[0,1,0,1,0,1,1,1]",3,48
"Exp3",35,"probability",50,7,"[0,0,1,1,0,1,1,0]",1,57
"Exp3",35,"probability",50,8,"[0,1,0,1,0,0,1,0]",1,63
"Exp3",35,"probability",50,9,"[0,1,0,0,0,0,0,1]",1,31
"Exp3",35,"probability",50,10,"[0,0,1,1,1,1,1,1]",6,74
"Exp3",35,"probability",50,11,"[1,1,1,1,1,0,1,0]",1,27
"Exp3",35,"probability",50,12,"[1,1,0,0,1,1,0,1]",1,48
"Exp3",35,"probability",50,13,"[0,0,1,0,0,0,0,0]",5,73
"Exp3",35,"probability",50,14,"[1,0,0,0,0,0,0,1]",1,38
"Exp3",35,"probability",50,15,"[1,0,1,0,1,1,1,1]",4,72
"Exp3",35,"probability",50,16,"[0,1,0,1,0,1,0,0]",2,57
"Exp3",35,"probability",50,17,"[1,0,1,0,1,0,1,0]",1,54
"Exp3",35,"probability",50,18,"[0,1,0,1,0,1,0,1]",1,47
"Exp3",36,"probability",50,1,"[1,0,0,0,0,0,0,1]",1,84
"Exp3",36,"probability",50,2,"[0,1,0,1,0,1,0,0]",2,29
"Exp3",36,"probability",50,3,"[1,0,1,0,1,0,1,0]",1,16
"Exp3",36,"probability",50,4,"[0,1,0,1,1,1,0,1]",1,21
"Exp3",36,"probability",50,5,"[0,1,0,1,0,0,1,0]",1,23
"Exp3",36,"probability",50,6,"[0,1,1,1,1,1,1,1]",7,18
"Exp3",36,"probability",50,7,"[0,1,1,1,0,0,1,0]",1,48
"Exp3",36,"probability",50,8,"[0,0,0,0,1,1,0,1]",1,69
"Exp3",36,"probability",50,9,"[0,1,0,1,1,1,1,1]",5,13
"Exp3",36,"probability",50,10,"[1,0,1,0,0,1,1,0]",1,60
"Exp3",36,"probability",50,11,"[1,0,1,1,1,1,1,1]",6,16
"Exp3",36,"probability",50,12,"[1,0,0,0,1,0,1,0]",1,33
"Exp3",36,"probability",50,13,"[1,1,1,1,0,0,1,0]",1,73
"Exp3",36,"probability",50,14,"[1,1,1,1,1,1,0,1]",1,24
"Exp3",36,"probability",50,15,"[1,1,0,1,0,0,1,0]",1,36
"Exp3",36,"probability",50,16,"[1,1,0,1,0,0,0,0]",4,15
"Exp3",36,"probability",50,17,"[1,0,1,0,0,1,1,1]",3,20
"Exp3",36,"probability",50,18,"[0,0,1,1,0,1,0,1]",1,54
"Exp3",37,"probability",50,1,"[1,1,1,1,0,0,1,0]",1,50
"Exp3",37,"probability",50,2,"[1,0,1,0,0,1,1,0]",1,49
"Exp3",37,"probability",50,3,"[0,0,0,0,1,1,0,1]",1,56
"Exp3",37,"probability",50,4,"[0,0,1,1,0,1,1,0]",1,51
"Exp3",37,"probability",50,5,"[1,1,1,1,1,1,0,1]",1,45
"Exp3",37,"probability",50,6,"[1,1,0,1,0,0,1,0]",1,50
"Exp3",37,"probability",50,7,"[1,1,0,0,0,0,0,0]",6,40
"Exp3",37,"probability",50,8,"[1,0,0,0,0,0,0,1]",1,65
"Exp3",37,"probability",50,9,"[1,0,1,0,0,1,1,1]",3,42
"Exp3",37,"probability",50,10,"[0,1,0,0,0,0,0,1]",1,64
"Exp3",37,"probability",50,11,"[1,1,0,1,1,1,1,1]",5,32
"Exp3",37,"probability",50,12,"[0,1,1,1,1,1,1,1]",7,28
"Exp3",37,"probability",50,13,"[1,1,0,1,1,0,0,1]",1,46
"Exp3",37,"probability",50,14,"[0,1,0,1,0,1,0,1]",1,48
"Exp3",37,"probability",50,15,"[1,0,1,0,1,1,1,1]",4,38
"Exp3",37,"probability",50,16,"[1,0,1,0,1,0,1,0]",1,46
"Exp3",37,"probability",50,17,"[1,0,0,0,0,1,0,1]",1,57
"Exp3",37,"probability",50,18,"[1,0,1,0,1,0,1,1]",2,45
"Exp3",38,"probability",50,1,"[0,1,0,1,0,0,1,0]",1,46
"Exp3",38,"probability",50,2,"[1,1,1,1,1,1,0,1]",1,69
"Exp3",38,"probability",50,3,"[1,0,1,0,0,0,0,0]",5,81
"Exp3",38,"probability",50,4,"[0,1,1,1,1,1,1,1]",7,100
"Exp3",38,"probability",50,5,"[1,1,1,1,0,0,1,0]",1,70
"Exp3",38,"probability",50,6,"[0,0,1,1,0,1,0,1]",1,52
"Exp3",38,"probability",50,7,"[1,1,1,1,1,0,1,0]",1,32
"Exp3",38,"probability",50,8,"[1,0,1,0,0,1,1,0]",1,85
"Exp3",38,"probability",50,9,"[0,1,0,1,1,1,0,1]",1,81
"Exp3",38,"probability",50,10,"[1,0,1,1,0,1,0,0]",2,46
"Exp3",38,"probability",50,11,"[1,1,0,0,1,1,0,1]",1,76
"Exp3",38,"probability",50,12,"[0,1,1,0,1,0,1,0]",1,36
"Exp3",38,"probability",50,13,"[0,1,0,1,0,0,0,0]",4,27
"Exp3",38,"probability",50,14,"[0,1,1,1,0,0,1,0]",1,38
"Exp3",38,"probability",50,15,"[0,1,0,0,0,0,0,0]",6,7
"Exp3",38,"probability",50,16,"[1,0,1,0,0,1,1,1]",3,28
"Exp3",38,"probability",50,17,"[1,0,1,0,1,0,1,0]",1,72
"Exp3",38,"probability",50,18,"[0,1,0,0,0,1,0,1]",1,57
"Exp3",39,"probability",50,1,"[0,1,1,1,0,0,1,0]",1,48
"Exp3",39,"probability",50,2,"[0,1,0,1,1,1,1,0]",1,40
"Exp3",39,"probability",50,3,"[1,0,0,0,0,0,0,0]",7,85
"Exp3",39,"probability",50,4,"[1,1,0,0,0,0,0,0]",6,86
"Exp3",39,"probability",50,5,"[1,0,0,0,0,1,0,1]",1,39
"Exp3",39,"probability",50,6,"[1,0,1,0,1,1,1,1]",4,62
"Exp3",39,"probability",50,7,"[1,1,0,1,1,1,1,1]",5,84
"Exp3",39,"probability",50,8,"[1,1,1,1,0,0,1,0]",1,43
"Exp3",39,"probability",50,9,"[0,1,0,1,0,0,1,0]",1,50
"Exp3",39,"probability",50,10,"[1,1,0,1,1,0,0,1]",1,61
"Exp3",39,"probability",50,11,"[1,0,1,0,0,1,1,0]",1,50
"Exp3",39,"probability",50,12,"[1,0,1,0,1,0,1,0]",1,29
"Exp3",39,"probability",50,13,"[1,0,1,0,1,0,0,0]",3,62
"Exp3",39,"probability",50,14,"[0,0,0,0,1,1,0,1]",1,36
"Exp3",39,"probability",50,15,"[0,0,1,1,0,1,0,1]",1,50
"Exp3",39,"probability",50,16,"[1,1,1,1,1,1,0,1]",1,82
"Exp3",39,"probability",50,17,"[1,1,1,1,1,0,1,0]",1,20
"Exp3",39,"probability",50,18,"[0,1,0,1,0,1,0,0]",2,54
"Exp3",40,"probability",50,1,"[1,1,0,1,1,0,0,1]",1,37
"Exp3",40,"probability",50,2,"[0,1,0,1,1,1,1,0]",1,80
"Exp3",40,"probability",50,3,"[0,1,0,1,0,0,1,0]",1,30
"Exp3",40,"probability",50,4,"[0,0,1,1,0,1,1,0]",1,17
"Exp3",40,"probability",50,5,"[1,1,0,0,0,1,1,0]",1,51
"Exp3",40,"probability",50,6,"[1,0,1,0,0,1,1,1]",3,34
"Exp3",40,"probability",50,7,"[1,0,0,0,0,1,0,1]",1,87
"Exp3",40,"probability",50,8,"[0,1,1,1,1,1,1,1]",7,10
"Exp3",40,"probability",50,9,"[0,1,0,0,1,0,1,1]",2,49
"Exp3",40,"probability",50,10,"[0,0,0,0,1,1,0,1]",1,88
